cells,UMAP1,UMAP2
cy79_p5_CD45_neg_PDL1_neg_F11_S839_comb,13.267931,15.750746
cy79_p5_CD45_neg_PDL1_neg_F02_S830_comb,12.572356,15.632037
cy81_FNA_CD45_neg_G09_S1041_comb,9.823329,10.45839
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B09_S117_comb,11.2524395,17.783617
CY89NEG_A02_S2_comb,7.605872,16.941446
cy78_CD45_neg_3_F12_S744_comb,6.295834,15.05051
cy79_p4_CD45_neg_PDL1_pos_G03_S459_comb,10.864766,16.818274
Cy80_II_CD45_F11_S935_comb,9.220319,13.244133
CY89NEG_E02_S50_comb,7.757254,16.843212
cy79_p3_CD45_neg_PDL1_neg_A11_S203_comb,11.471871,16.679289
CY89CORE11_F07_S163_comb,8.193568,17.000622
cy78_CD45_neg_3_A05_S677_comb,5.891185,15.93289
CY89CORE11_A09_S105_comb,8.52155,16.344282
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H09_S189_comb,12.869923,16.791101
cy78_CD45_neg_1_D09_S525_comb,6.227298,15.395632
cy79_p5_CD45_neg_PDL1_neg_A12_S780_comb,11.538198,16.170723
cy78_CD45_neg_1_D12_S528_comb,6.1970763,15.66284
cy79_p4_CD45_neg_PDL1_neg_A08_S1064_comb,11.000119,16.430195
cy80_CD45_neg_D11_S911_comb,10.112492,14.972505
Cy81_Bulk_CD45_E03_S147_comb,10.233716,11.577698
CY89NEG_D12_S48_comb,8.3807125,17.08062
cy82_CD45_neg_2_H12_S288_comb,11.846187,13.463835
CY89A_CD45_POS_10_A07_S199_comb,15.388559,2.2904527
cy79_p4_CD45_neg_PDL1_neg_E01_S1105_comb,10.953866,17.6862
cy82_CD45_neg_3_D09_S813_comb,9.005208,12.517061
cy79_p4_CD45_neg_PDL1_neg_B03_S1071_comb,7.8448834,16.419518
CY88_5_C08_S704_comb,6.860793,14.569361
cy78_CD45_neg_3_C01_S697_comb,5.6420827,15.434799
cy79_p5_CD45_neg_PDL1_neg_A11_S779_comb,8.89983,17.154219
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B06_S306_comb,11.038079,16.103407
CY89CORE11_C08_S128_comb,8.128766,17.094076
cy79_p4_CD45_neg_PDL1_neg_D04_S1096_comb,10.613417,16.28658
cy80_CD45_neg_E06_S918_comb,9.960718,13.699676
Cy80_II_CD45_D04_S904_comb,9.211239,12.969723
CY89CORE11_D11_S143_comb,7.572419,17.077967
cy79_p5_CD45_neg_PDL1_pos_H03_S759_comb,11.436693,16.729128
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C05_S317_comb,11.012781,16.21491
cy79_p5_CD45_neg_PDL1_neg_A07_S775_comb,8.621669,12.635562
cy79_p4_CD45_neg_PDL1_pos_C05_S413_comb,11.62877,15.260262
cy79_p4_CD45_neg_PDL1_pos_D08_S428_comb,10.408695,17.062702
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D07_S331_comb,8.9522,16.984882
cy79_p5_CD45_neg_PDL1_pos_H11_S767_comb,12.390599,16.041279
cy80_CD45_neg_B04_S880_comb,9.806347,13.528553
Cy71_CD45_B12_S504_comb,6.110795,13.485065
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A10_S106_comb,12.158574,16.99071
cy79_p4_CD45_neg_PDL1_neg_B10_S1078_comb,11.07534,15.935191
cy78_CD45_neg_3_A12_S684_comb,5.464295,15.322932
CY88_5_F05_S737_comb,6.5131445,14.190008
CY88_5_C05_S701_comb,6.8930507,14.25156
cy53_1_CD45_neg_B07_S307_comb,9.744097,12.103538
CY88_3_G11_S659_comb,7.8989363,14.256276
Cy81_Bulk_CD45_A11_S107_comb,9.999238,11.5516815
cy79_p3_CD45_neg_PDL1_neg_B03_S207_comb,11.350919,16.936079
CY89CORE11_H06_S186_comb,7.733012,17.114185
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G08_S80_comb,13.051301,16.112146
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E04_S52_comb,12.13967,17.259037
CY89FNAQ2_F12_S456_comb,7.287296,16.919409
cy81_FNA_CD45_neg_F12_S1032_comb,10.685529,11.65792
cy79_p4_CD45_neg_PDL1_neg_F02_S1118_comb,11.007179,17.235504
cy78_CD45_neg_2_A12_S588_comb,5.8201475,15.862852
Cy71_CD45_E02_S530_comb,5.919011,13.644564
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E11_S347_comb,10.903037,17.57742
Cy71_CD45_B03_S495_comb,6.459259,13.711578
Cy81_FNA_CD45_C08_S320_comb,9.37944,11.391303
CY88_3_D03_S615_comb,8.224184,14.357829
cy79_p5_CD45_neg_PDL1_pos_G03_S747_comb,12.755153,15.679604
CY89NEG_F04_S64_comb,7.4887815,17.084568
Cy81_Bulk_CD45_C05_S125_comb,9.672148,13.941723
cy79_p4_CD45_neg_PDL1_pos_A12_S396_comb,11.166498,16.316875
cy79_p5_CD45_neg_PDL1_pos_H10_S766_comb,10.750707,16.675423
cy80_CD45_neg_D01_S901_comb,10.278907,14.4999895
CY89NEG_D05_S41_comb,8.034512,16.908394
cy80_CD45_neg_C02_S890_comb,10.044745,14.421771
CY88_3_D09_S621_comb,8.320633,15.128592
cy78_CD45_neg_1_D01_S517_comb,6.0960593,15.760913
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B04_S16_comb,13.315033,15.786986
cy78_CD45_neg_3_B01_S685_comb,6.4321647,15.029267
cy80_CD45_neg_E10_S922_comb,9.800079,13.754332
cy79_p4_CD45_neg_PDL1_neg_H04_S1144_comb,8.293106,15.98249
cy79_p4_CD45_neg_PDL1_neg_C02_S1082_comb,11.420994,15.738416
cy78_CD45_neg_1_B11_S503_comb,6.658169,15.321763
CY88_3_A07_S583_comb,7.364502,15.001959
cy79_p4_CD45_neg_PDL1_pos_C11_S419_comb,10.9096985,15.7955
CY88_5_C02_S698_comb,7.925719,14.475647
cy79_p4_CD45_neg_PDL1_neg_G03_S1131_comb,10.876839,16.185865
cy78_CD45_neg_2_B10_S598_comb,5.9657564,15.907291
Cy71_CD45_F01_S541_comb,6.1763053,13.477668
cy79_p4_CD45_neg_PDL1_neg_F07_S1123_comb,11.755318,15.501291
cy79_p4_CD45_neg_PDL1_neg_C09_S1089_comb,10.842236,16.687883
cy79_p5_CD45_neg_PDL1_neg_D10_S814_comb,12.669459,15.860589
CY89NEG_F08_S68_comb,7.948807,16.909882
CY89CORE11_D05_S137_comb,7.866482,16.505707
cy78_CD45_neg_1_B06_S498_comb,6.0730176,16.148106
CY88_3_A02_S578_comb,8.074217,14.572247
cy81_Bulk_CD45_neg_G04_S172_comb,10.735739,11.6468935
Cy81_Bulk_CD45_B04_S112_comb,9.778525,10.837131
cy79_p5_CD45_neg_PDL1_neg_F08_S836_comb,9.059274,16.08013
cy79_p3_CD45_neg_PDL1_neg_E01_S241_comb,10.8782,16.805906
CY89CORE11_A03_S99_comb,8.141691,17.136553
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D08_S332_comb,9.571251,16.226538
cy78_CD45_neg_1_H03_S567_comb,6.191071,15.7298
cy79_p4_CD45_neg_PDL1_neg_D11_S1103_comb,11.421784,15.933957
Cy71_CD45_G05_S557_comb,7.3037767,13.373246
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F03_S351_comb,9.777932,16.67242
cy79_p3_CD45_neg_PDL1_neg_C10_S226_comb,12.44532,16.670664
CY89NEG_A07_S7_comb,7.9348145,16.807085
cy79_p4_CD45_neg_PDL1_neg_F09_S1125_comb,8.946502,12.743931
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C05_S125_comb,12.040488,17.076042
cy78_CD45_neg_3_E07_S727_comb,5.81366,15.447961
cy79_p5_CD45_neg_PDL1_pos_G07_S751_comb,9.343244,15.993757
cy79_p3_CD45_neg_PDL1_neg_C09_S225_comb,9.799808,15.27339
cy78_CD45_neg_1_G12_S564_comb,5.707331,15.03425
cy84_Primary_CD45_neg_E05_S1013_comb,8.049523,16.68068
cy81_Bulk_CD45_neg_G07_S175_comb,9.318271,14.979671
cy79_p3_CD45_neg_PDL1_neg_B09_S213_comb,11.045994,16.549177
cy78_CD45_neg_3_H02_S758_comb,5.484182,14.801465
cy78_CD45_neg_3_F09_S741_comb,5.682876,14.901925
cy79_p3_CD45_neg_PDL1_neg_H02_S278_comb,12.816365,16.269392
cy79_p5_CD45_neg_PDL1_pos_G04_S748_comb,11.988776,16.546719
cy79_p4_CD45_neg_PDL1_pos_B06_S402_comb,9.513423,16.233826
cy79_p3_CD45_neg_PDL1_neg_C02_S218_comb,9.562851,17.013933
Cy81_FNA_CD45_F03_S351_comb,9.537012,11.362885
CY89FNAQ2_G05_S461_comb,8.415618,16.931501
cy79_p5_CD45_neg_PDL1_pos_F05_S737_comb,9.461597,16.401325
cy60_1_cd_45_neg_3_F09_S549_comb,6.5175457,15.975577
CY88_3_B08_S596_comb,7.155219,15.34243
cy79_p4_CD45_neg_PDL1_neg_A11_S1067_comb,11.141152,16.895227
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E05_S53_comb,9.898944,17.149685
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_E01_S145_comb,10.283455,16.860182
CY89NEG_B01_S13_comb,8.250821,16.920006
cy79_p4_CD45_neg_PDL1_neg_G06_S1134_comb,10.857824,17.293568
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A11_S11_comb,11.705051,15.745842
CY88_3_G03_S651_comb,7.2913017,14.939378
CY89FNAQ2_C06_S414_comb,8.24293,15.861512
Cy81_Bulk_CD45_B05_S113_comb,9.748991,11.427477
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G05_S77_comb,12.478649,16.73006
CY88_3_H08_S668_comb,7.290134,15.715928
Cy71_CD45_F07_S547_comb,6.123761,13.370798
cy80_CD45_neg_C03_S891_comb,9.788042,13.323104
CY89CORE11_B08_S116_comb,7.405682,16.921352
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G11_S83_comb,12.107681,17.399769
cy78_CD45_neg_1_A11_S491_comb,5.6311116,15.538588
cy79_p5_CD45_neg_PDL1_pos_B09_S693_comb,10.044242,17.360125
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G06_S366_comb,10.929006,16.648785
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G01_S361_comb,10.6139345,16.130259
CY88_5_A05_S677_comb,6.826281,14.946066
CY89CORE11_E12_S156_comb,8.204313,16.975039
cy79_p5_CD45_neg_PDL1_neg_D05_S809_comb,12.983468,16.837702
cy79_p5_CD45_neg_PDL1_neg_C04_S796_comb,11.334612,16.0437
cy82_CD45_pos_2_E02_S530_comb,11.687283,12.97612
cy82_CD45_pos_2_G05_S557_comb,12.006198,13.03384
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F10_S70_comb,13.107293,15.973952
Cy80_II_CD45_C02_S890_comb,9.2431755,13.073355
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F02_S62_comb,12.792985,16.760077
Cy80_II_CD45_F01_S925_comb,9.424892,12.880717
cy79_p4_CD45_neg_PDL1_neg_G12_S1140_comb,11.976659,16.68177
CY88_3_B09_S597_comb,8.190468,15.994942
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E02_S50_comb,11.479469,17.579967
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C12_S132_comb,13.3243685,15.970997
CY88_5_C01_S697_comb,8.260149,15.566433
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A06_S6_comb,11.594241,17.189108
CY89FNAQ2_D06_S426_comb,8.667157,16.16825
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B05_S113_comb,13.172426,16.768335
Cy80_II_CD45_E01_S913_comb,9.788995,13.127869
CY89NEG_G08_S80_comb,8.163579,16.360815
cy53_1_CD45_neg_A12_S300_comb,9.584155,11.191954
Cy81_FNA_CD45_B02_S302_comb,9.52074,11.131713
cy78_CD45_neg_2_C07_S607_comb,5.796788,15.838327
cy60_1_cd_45_neg_1_D11_S239_comb,7.7906446,15.565626
CY88_3_E02_S626_comb,7.802948,14.881383
CY88_3_A12_S588_comb,7.9475155,14.872034
cy80_CD45_neg_F01_S925_comb,10.137892,13.962941
cy81_Bulk_CD45_neg_G06_S174_comb,10.358473,11.164403
cy79_p4_CD45_neg_PDL1_pos_G04_S460_comb,10.336713,17.079592
cy79_p3_CD45_neg_PDL1_neg_B07_S211_comb,12.451245,17.207014
CY88_5_G02_S746_comb,7.5672975,14.772074
cy79_p5_CD45_neg_PDL1_pos_F10_S742_comb,10.573888,16.933334
cy80_CD45_neg_D02_S902_comb,10.230513,14.093356
CY89CORE11_F10_S166_comb,7.890774,16.934942
cy79_p4_CD45_neg_PDL1_pos_B03_S399_comb,11.882257,17.201296
cy78_CD45_neg_1_C01_S505_comb,5.9427967,14.317072
cy80_CD45_neg_B08_S884_comb,10.220066,14.2591
cy78_CD45_neg_2_A05_S581_comb,5.641418,15.2528515
cy79_p5_CD45_neg_PDL1_pos_D09_S717_comb,10.558507,17.450922
cy79_p3_CD45_neg_PDL1_neg_F03_S255_comb,10.452275,17.179703
CY89FNAQ2_G04_S460_comb,7.967244,16.61909
cy80_CD45_neg_F08_S932_comb,9.952815,13.261942
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A02_S98_comb,10.78595,17.081984
Cy81_FNA_CD45_F07_S355_comb,9.946321,10.351747
CY88_3_G05_S653_comb,7.372377,15.55926
cy81_FNA_CD45_neg_E09_S1017_comb,10.513019,11.933694
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G09_S177_comb,11.420472,17.127184
Cy80_II_CD45_H11_S959_comb,9.756807,13.274715
cy78_CD45_neg_1_H05_S569_comb,8.477075,15.177038
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D02_S326_comb,11.299923,16.471197
Cy81_FNA_CD45_E04_S340_comb,9.673734,11.270586
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C04_S124_comb,9.443157,16.449705
cy79_p5_CD45_neg_PDL1_pos_C04_S700_comb,11.498132,17.195433
cy82_CD45_pos_1_B11_S503_comb,12.154995,13.137714
cy79_p4_CD45_neg_PDL1_pos_D09_S429_comb,10.567288,16.906464
cy78_CD45_neg_3_E06_S726_comb,5.9400835,14.296149
cy82_CD45_pos_1_D01_S517_comb,11.721136,13.027418
cy82_CD45_neg_3_A11_S779_comb,11.877712,13.386485
CY89NEG_A10_S10_comb,7.927342,17.051884
cy79_p4_CD45_neg_PDL1_pos_H05_S473_comb,11.55525,17.286104
Cy81_FNA_CD45_H09_S381_comb,10.488211,11.492379
CY88_3_E07_S631_comb,7.4410486,15.407718
cy80_CD45_neg_E05_S917_comb,10.035235,14.051316
Cy80_II_CD45_A01_S865_comb,9.363171,12.807394
CY89NEG_A12_S12_comb,9.076009,16.471926
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B03_S111_comb,8.967077,12.84118
cy79_p3_CD45_neg_PDL1_neg_G12_S276_comb,11.873657,16.735897
cy79_p4_CD45_neg_PDL1_pos_C06_S414_comb,10.776339,16.014885
Cy81_Bulk_CD45_F12_S168_comb,10.071626,10.824619
cy81_Bulk_CD45_neg_H12_S192_comb,10.251638,12.706399
CY88_3_A08_S584_comb,7.6827154,15.339738
cy81_FNA_CD45_neg_D01_S997_comb,9.424208,15.34755
cy79_p5_CD45_neg_PDL1_pos_H09_S765_comb,10.628232,15.811691
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E03_S339_comb,10.713092,16.197897
Cy71_CD45_E06_S534_comb,6.548659,13.009431
cy79_p4_CD45_neg_PDL1_neg_C08_S1088_comb,11.775778,15.890085
cy79_p5_CD45_neg_PDL1_neg_A09_S777_comb,11.316363,16.10143
CY88_3_C06_S606_comb,7.563888,14.60001
cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb,9.450805,15.895812
cy81_FNA_CD45_neg_D03_S999_comb,10.211352,11.345678
cy81_FNA_CD45_neg_E06_S1014_comb,10.768674,11.451162
CY88_3_F11_S647_comb,7.5680127,15.316823
CY89NEG_C10_S34_comb,7.437586,17.166824
cy79_p4_CD45_neg_PDL1_pos_B07_S403_comb,9.207014,16.953743
cy81_FNA_CD45_neg_C11_S995_comb,10.151067,10.649907
CY88_5_A06_S678_comb,6.8658657,14.838818
cy80_CD45_neg_B03_S879_comb,10.042654,14.526146
cy78_CD45_neg_3_C04_S700_comb,6.0036197,15.938266
CY84_PRIM_POS_ALL_6_D06_S426_comb,10.185774,14.522167
cy79_p4_CD45_neg_PDL1_pos_A06_S390_comb,10.867883,16.45743
cy79_p3_CD45_neg_PDL1_neg_H05_S281_comb,11.90943,16.959099
Cy71_CD45_C12_S516_comb,6.75161,13.043105
cy79_p4_CD45_neg_PDL1_neg_H05_S1145_comb,11.445713,16.578148
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C06_S126_comb,11.994048,17.431246
CY88_3_A11_S587_comb,7.358302,15.781165
CY88_3_F10_S646_comb,7.588068,14.695037
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C09_S129_comb,12.108108,16.579119
cy79_p4_CD45_neg_PDL1_neg_E09_S1113_comb,10.101945,16.591066
CY88_3_G12_S660_comb,6.968594,14.311516
CY88_5_H04_S760_comb,7.1994915,14.66054
cy79_p3_CD45_neg_PDL1_neg_H01_S277_comb,10.968789,16.918655
CY89NEG_E03_S51_comb,8.50136,16.655
cy82_CD45_pos_2_F02_S542_comb,12.005297,13.164669
CY88_3_G01_S649_comb,9.104206,15.622158
cy81_Bulk_CD45_neg_D01_S133_comb,9.513922,10.813498
cy78_CD45_neg_1_C06_S510_comb,6.3731294,15.357688
Cy71_CD45_A06_S486_comb,6.977654,12.778651
cy79_p5_CD45_neg_PDL1_neg_G08_S848_comb,11.515754,15.833078
Cy80_II_CD45_E11_S923_comb,9.275198,12.846451
cy79_p4_CD45_neg_PDL1_pos_F04_S448_comb,11.0096655,17.078602
CY88_5_F03_S735_comb,6.857678,15.403762
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C12_S324_comb,10.381875,17.10947
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A08_S104_comb,13.174744,16.759977
Cy71_CD45_C09_S513_comb,6.2371383,13.512187
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G02_S74_comb,13.278839,15.947261
cy82_CD45_pos_2_D12_S528_comb,11.9656725,13.209956
cy79_p4_CD45_neg_PDL1_neg_D08_S1100_comb,10.956665,15.828749
Cy71_CD45_E05_S533_comb,6.4677153,13.462028
cy84_Primary_CD45_neg_A10_S970_comb,7.8455133,15.909216
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D03_S327_comb,11.266563,15.87688
CY84_PRIM_POS_ALL_6_G01_S457_comb,9.744835,15.239704
cy82_CD45_pos_3_A12_S12_comb,11.890819,12.907192
CY88_5_A03_S675_comb,8.21089,15.461694
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G07_S175_comb,11.757554,16.185574
Cy81_Bulk_CD45_A08_S104_comb,9.403271,10.913224
cy81_Bulk_CD45_neg_B02_S110_comb,10.836271,12.161383
cy80_CD45_neg_A06_S870_comb,10.03174,13.163055
cy78_CD45_neg_3_G10_S754_comb,5.849359,14.415783
cy79_p4_CD45_neg_PDL1_pos_B12_S408_comb,10.762597,16.833067
cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb,9.420673,16.565868
cy79_p3_CD45_neg_PDL1_neg_C01_S217_comb,10.187392,17.298283
Cy71_CD45_H12_S576_comb,7.0338435,13.20359
cy81_Bulk_CD45_neg_B04_S112_comb,10.42812,12.393127
cy82_CD45_pos_3_H12_S96_comb,11.755025,13.157318
cy79_p5_CD45_neg_PDL1_neg_H11_S863_comb,10.221529,17.35352
cy80_CD45_pos_PD1_pos_D09_S141_comb,10.04073,15.0648985
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B12_S312_comb,10.309174,16.715767
cy78_CD45_neg_3_H04_S760_comb,7.725115,15.838527
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G11_S371_comb,9.766253,16.045456
CY88_5_F06_S738_comb,7.124743,14.314812
CY88_5_H06_S762_comb,7.105358,14.489482
cy79_p5_CD45_neg_PDL1_neg_D02_S806_comb,11.91735,15.702534
cy79_p5_CD45_neg_PDL1_neg_B07_S787_comb,11.411852,16.52009
Cy80_II_CD45_E08_S920_comb,9.573697,13.314871
cy78_CD45_neg_1_D04_S520_comb,5.758559,15.727085
cy79_p4_CD45_neg_PDL1_pos_F01_S445_comb,10.595194,16.542078
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F08_S356_comb,12.790704,15.85009
Cy81_FNA_CD45_H05_S377_comb,9.2319975,11.210636
cy82_CD45_pos_1_H12_S576_comb,12.0158415,12.958979
cy81_FNA_CD45_neg_D12_S1008_comb,10.627611,11.755654
cy79_p5_CD45_neg_PDL1_neg_A08_S776_comb,10.632305,16.814579
cy79_p4_CD45_neg_PDL1_neg_B12_S1080_comb,11.587813,15.953172
cy79_p4_CD45_neg_PDL1_neg_G02_S1130_comb,11.893673,16.431856
cy79_p5_CD45_neg_PDL1_pos_C05_S701_comb,9.420057,16.926802
Cy81_FNA_CD45_D12_S336_comb,9.694336,11.186882
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G03_S363_comb,8.599881,16.627346
cy82_CD45_pos_3_A08_S8_comb,11.825937,13.107238
cy81_FNA_CD45_neg_E08_S1016_comb,10.379795,11.285752
cy81_Bulk_CD45_neg_A07_S103_comb,9.528003,15.843771
cy79_p5_CD45_neg_PDL1_pos_E01_S721_comb,12.511554,16.14012
CY88_3_F09_S645_comb,7.770365,14.463452
cy78_CD45_neg_3_A11_S683_comb,5.5600224,15.409439
cy94_cd45neg_cd90pos_D01_S325_comb,9.418145,15.298126
cy81_Bulk_CD45_neg_H07_S187_comb,10.515102,11.280333
CY88_5_A12_S684_comb,6.8779316,14.131487
cy82_CD45_pos_2_D03_S519_comb,11.847279,13.241272
cy79_p4_CD45_neg_PDL1_neg_A10_S1066_comb,11.920386,16.425303
cy78_CD45_neg_2_B05_S593_comb,5.363154,15.224456
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F08_S164_comb,12.300645,17.11505
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H04_S184_comb,8.8865185,12.561551
cy79_p4_CD45_neg_PDL1_pos_G10_S466_comb,11.353548,15.151027
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C09_S321_comb,11.150701,14.961781
Cy71_CD45_A07_S487_comb,6.6662116,13.728701
Cy71_CD45_G11_S563_comb,6.7741127,13.006465
cy79_p4_CD45_neg_PDL1_pos_F10_S454_comb,10.818427,16.057343
CY88_3_G10_S658_comb,7.1313977,14.653882
cy81_FNA_CD45_neg_E01_S1009_comb,10.532206,11.318849
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C03_S123_comb,11.091059,17.568037
cy79_p5_CD45_neg_PDL1_pos_G06_S750_comb,11.3268385,15.9090185
cy81_FNA_CD45_neg_F01_S1021_comb,10.348726,12.203164
CY88_3_D11_S623_comb,7.906623,14.253914
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F12_S168_comb,12.044533,16.983122
cy79_p5_CD45_neg_PDL1_pos_C02_S698_comb,12.530752,15.4917345
cy79_p4_CD45_neg_PDL1_neg_A02_S1058_comb,10.441387,16.047295
cy79_p5_CD45_neg_PDL1_pos_D07_S715_comb,11.372947,15.458255
cy81_FNA_CD45_neg_H02_S1046_comb,10.638919,12.246161
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B01_S109_comb,13.329915,16.042782
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D08_S140_comb,12.77478,16.478981
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D10_S142_comb,11.402345,17.727213
cy81_FNA_CD45_neg_B03_S975_comb,10.439202,12.157977
cy81_Bulk_CD45_neg_H02_S182_comb,9.838076,10.640199
cy80_CD45_neg_A10_S874_comb,9.903803,14.6810055
CY88_3_H04_S664_comb,7.010527,15.0318985
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B06_S114_comb,12.617115,16.884342
cy79_p5_CD45_neg_PDL1_neg_E04_S820_comb,12.131782,16.812553
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G10_S370_comb,10.534068,16.068321
cy78_CD45_neg_3_B10_S694_comb,6.1595526,15.11815
cy53_1_CD45_neg_F07_S355_comb,8.69561,11.012947
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B06_S18_comb,12.085856,17.139679
Cy81_Bulk_CD45_F05_S161_comb,10.393278,11.668697
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C08_S320_comb,11.041807,15.865782
CY88_5_B02_S686_comb,6.708884,14.33313
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F09_S357_comb,11.606206,16.247961
cy60_1_cd_45_neg_1_C08_S224_comb,7.5193005,15.9015665
cy78_CD45_neg_3_G08_S752_comb,5.949849,15.479909
cy81_FNA_CD45_neg_E10_S1018_comb,10.715814,11.317745
cy78_CD45_neg_1_C05_S509_comb,5.793929,15.2578535
cy79_p4_CD45_neg_PDL1_pos_G02_S458_comb,10.848968,17.063396
Cy81_Bulk_CD45_D08_S140_comb,10.379131,11.940567
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G12_S84_comb,12.146856,17.147957
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E12_S348_comb,10.461328,16.495125
cy78_CD45_neg_3_D11_S719_comb,7.298173,14.068806
CY88_3_F06_S642_comb,7.2153273,15.419643
cy79_p5_CD45_neg_PDL1_pos_B08_S692_comb,8.683709,17.145845
cy79_p3_CD45_neg_PDL1_neg_H07_S283_comb,10.945856,15.341465
Cy81_FNA_CD45_B04_S304_comb,9.623302,11.174368
cy78_CD45_neg_3_B05_S689_comb,6.236581,15.453867
CY88_3_D05_S617_comb,7.899158,14.402639
Cy80_II_CD45_H12_S960_comb,9.440283,13.315782
CY88_5_A07_S679_comb,6.8907022,15.254857
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D07_S43_comb,12.801957,15.785056
cy78_CD45_neg_3_G03_S747_comb,6.5012064,15.266959
cy81_FNA_CD45_neg_H10_S1054_comb,10.140674,10.607342
cy79_p4_CD45_neg_PDL1_neg_H07_S1147_comb,11.361626,15.955921
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C10_S322_comb,10.333569,16.404709
cy79_p5_CD45_neg_PDL1_pos_F03_S735_comb,8.57639,16.547897
CY88_5_A09_S681_comb,7.1526012,14.8250675
cy79_p5_CD45_neg_PDL1_pos_B12_S696_comb,12.520206,15.609143
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D11_S47_comb,13.159757,16.369987
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H06_S378_comb,11.949485,16.208437
Cy81_FNA_CD45_H01_S373_comb,9.727337,10.742377
cy79_p5_CD45_neg_PDL1_neg_D08_S812_comb,11.372639,17.035982
cy81_FNA_CD45_neg_H11_S1055_comb,10.575608,12.045704
cy84_Primary_CD45_neg_H02_S1046_comb,10.416412,14.451832
Cy71_CD45_C07_S511_comb,6.4563637,13.766054
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G01_S169_comb,12.997984,15.508903
Cy81_Bulk_CD45_A12_S108_comb,10.128382,11.428958
CY88_3_A05_S581_comb,7.1323123,14.204076
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A09_S105_comb,12.021586,16.5446
Cy80_II_CD45_A06_S870_comb,9.73213,13.070196
