cells,UMAP1,UMAP2
Cy72_CD45_A05_S677_comb,6.097997,-3.789538
cy80_CD45_neg_D07_S427_comb,10.919357,-1.3222318
CY88_5_F12_S744_comb,6.552821,15.3596
cy60_1_cd_45_pos_3_G02_S362_comb,6.174325,-3.9844108
CY89A_CD45_POS_6_F06_S162_comb,15.230411,10.02978
cy94_cd45pos_4_E10_S58_comb,7.7866406,-2.221345
cy80_CD45_neg_B05_S401_comb,13.004058,-0.16541883
CY89A_CD45_POS_10_B11_S215_comb,7.3804317,-2.815621
cy79_p4_CD45_neg_PDL1_neg_G01_S1129_comb,10.103815,16.581604
CY88CD45POS_2_F06_S450_comb,15.115493,10.87437
cy94_cd45pos_H04_S184_comb,5.976636,-3.770852
CY89A_Core_15_H02_S86_comb,6.3237724,-3.1027565
cy80_Cd45_pos_Pd1_neg_S275_D11_S275_comb,7.3496146,-3.1265178
cy94_cd45neg_cd90pos_G05_S365_comb,6.8564796,8.251731
Cy71_CD45_D04_S520_comb,7.0881877,13.299794
cy94_cd45neg_cd90pos_B04_S304_comb,4.2108116,8.111493
cy60_1_cd_45_pos_4_E07_S55_comb,6.130973,-3.770283
cy53_1_CD45_pos_1_F04_S64_comb,16.79133,-1.8362713
CY89A_Core_15_A07_S7_comb,12.339658,-2.7191653
cy80_CD45_neg_F12_S936_comb,5.135488,7.27049
cy80_CD45_neg_F10_S934_comb,5.091241,7.1513567
CY89FNA_D05_S233_comb,-5.7127833,4.587263
CY94CD45POS_1_A06_S102_comb,7.019482,-2.8802383
cy80_Cd45_pos_Pd1_neg_S241_C01_S241_comb,7.782419,-1.756627
cy82_CD45_pos_2_G12_S564_comb,3.6223307,3.0896025
CY84_PRIM_POS_ALL_8_E07_S151_comb,15.0377,8.456359
CY89A_Core_15_B03_S15_comb,-5.429216,4.981754
cy80_CD45_neg_A10_S394_comb,8.788791,-1.4605446
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G06_S558_comb,8.75623,-3.2830825
cy80_CD_90_pos_F09_S933_comb,6.2499065,8.665817
CY94CD45POS_1_D07_S139_comb,7.0312395,-2.439429
cy94_cd45pos_B06_S114_comb,7.8648987,-3.0521543
CY84_PRIM_POS_ALL_7_B06_S210_comb,14.790676,-2.865243
cy80_CD_90_pos_F03_S927_comb,6.7632318,9.336024
CY58_1_CD45_B06_S978_comb,-5.5741973,4.948368
cy88_cd_45_pos_E06_S438_comb,16.37837,11.458197
cy84_Primary_CD45_pos_G02_S458_comb,6.30773,-3.1394029
cy79_p4_CD45_pos_PD1_pos_B10_S310_comb,8.490234,-3.299635
CY84_PRIM_POS_ALL_8_B11_S119_comb,15.26145,10.766072
cy94_cd45pos_4_B06_S18_comb,-5.5276556,4.871016
cy94_cd45pos_4_D08_S44_comb,5.6708384,-3.1226287
cy60_1_cd_45_pos_3_F03_S351_comb,5.6231956,-3.6667864
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D02_S998_comb,5.6748557,-4.244773
CY89FNA_A03_S195_comb,16.08771,-1.4838259
cy74_CD45_pos_E07_S727_comb,7.6432214,-3.3397806
CY88CD45_150813_F06_S354_comb,16.459337,10.655905
cy88_cd_45_pos_B11_S407_comb,5.506139,-3.410158
Cy74_CD45_D08_S428_comb,5.5434403,-3.450638
cy53_1_CD45_neg_H05_S377_comb,3.8087254,8.099366
Cy72_CD45_A01_S673_comb,14.192077,-2.3084219
CY89A_Core_15_G12_S84_comb,12.865757,-3.6507418
cy53_1_CD45_pos_2_D05_S1001_comb,-5.4977064,4.9408183
CY89A_CD45_POS_6_E01_S145_comb,5.8919787,-1.477271
cy80_Cd45_pos_Pd1_neg_S339_G03_S339_comb,7.7004247,-1.937174
cy72_CD45_pos_B06_S882_comb,8.414119,-3.289466
cy79_p3_CD45_pos_PD1_neg_E11_S155_comb,8.809877,-3.145236
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C12_S516_comb,8.5666685,-2.694403
cy94_cd45pos_A09_S105_comb,10.645643,-1.4738789
Cy74_CD45_C10_S418_comb,-5.4448977,5.001998
CY89FNA_C06_S222_comb,6.2100315,-2.7149487
CY84_PRIM_POS_ALL_8_E10_S154_comb,17.331274,-0.9364299
cy60_1_cd_45_pos_3_H10_S382_comb,6.6015716,-3.2702596
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb,5.353769,-4.4174995
cy94_cd45pos_F01_S157_comb,11.824657,-1.630479
cy53_1_CD45_pos_1_D06_S42_comb,14.882456,8.873559
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B01_S973_comb,5.2504325,-2.1902354
cy53_1_CD45_neg_H03_S375_comb,4.108759,7.7271175
CY88CD45POS_2_F02_S446_comb,7.179745,11.033234
cy80_CD45_neg_B05_S881_comb,8.902511,15.710535
cy60_1_cd_45_pos_4_A12_S12_comb,6.6930084,-3.834091
Cy81_Bulk_CD45_F04_S160_comb,8.694362,15.459855
cy60_1_cd_45_pos_3_F05_S353_comb,5.901532,-4.2104144
CY89FNAQ2_D04_S424_comb,11.263059,3.6499274
cy58_1_CD45_pos_H11_S671_comb,13.629547,10.006908
CY89COREQ1_E11_S347_comb,8.347107,-2.9474404
cy84_Primary_CD45_pos_A04_S388_comb,6.33314,-4.13113
cy53_1_CD45_neg_G10_S370_comb,6.2590895,8.132171
cy60_1_cd_45_pos_3_D05_S329_comb,5.537655,-3.7010167
CY89COREQ1_C02_S314_comb,7.049683,-1.3802034
cy80_Cd45_pos_PD1_pos_C12_S72_comb,11.900246,0.7164233
cy94_cd45pos_4_C06_S30_comb,9.290421,-2.0065336
cy80_CD45_neg_H05_S953_comb,5.1921096,7.0915995
cy60_1_cd_45_pos_3_E08_S344_comb,5.3149786,-3.6363308
cy94_cd45neg_cd90pos_F01_S349_comb,7.418107,7.5533895
Cy72_CD45_G03_S747_comb,6.899174,-3.686438
CY89A_CD45_POS_6_B07_S115_comb,7.679436,-1.1597227
cy84_Primary_CD45_pos_A12_S396_comb,6.6349764,-3.657181
CY94CD45POS_1_G02_S170_comb,9.055,-1.4465142
cy78_CD45_neg_3_B03_S687_comb,6.915165,15.467757
CY89A_CD45_POS_6_C11_S131_comb,13.195939,-2.9368765
cy80_CD45_pos_PD1_pos_E01_S145_comb,6.634097,-3.0675611
CY89FNA_G05_S269_comb,6.7912765,-2.303439
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A12_S972_comb,5.376339,-3.9003983
cy82_CD45_pos_2_D09_S525_comb,14.971242,10.169602
CY89FNA_E07_S247_comb,7.136932,-2.3905737
CY89FNA_B07_S211_comb,14.568582,0.065109015
cy80_CD45_neg_G02_S458_comb,9.726287,14.574188
cy53_1_CD45_pos_1_H12_S96_comb,12.525038,2.6934142
CY89FNA_G03_S267_comb,7.2079825,-2.2029455
cy94_cd45pos_H09_S189_comb,6.6351447,-3.2489464
cy82_CD45_pos_1_C12_S516_comb,7.0268965,7.9023094
CY88CD45_150813_C02_S314_comb,15.160545,10.650149
cy60_1_cd_45_pos_3_C10_S322_comb,5.929221,-3.6982727
cy79_p3_CD45_pos_PD1_neg_F03_S159_comb,8.590834,-2.94673
cy82_CD45_pos_3_C08_S32_comb,16.385145,-1.8969207
cy80_Cd45_pos_PD1_pos_S136_F04_S136_comb,8.574078,-1.4173769
Cy81_Bulk_CD45_C09_S129_comb,9.966782,12.048311
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G03_S555_comb,8.822478,-3.3343184
cy53_1_CD45_pos_2_B09_S981_comb,14.3678055,10.298601
cy80_Cd45_pos_Pd1_neg_S245_C05_S245_comb,7.6182566,-1.8673465
Cy72_CD45_B09_S693_comb,7.799748,-3.4855103
cy94_cd45pos_4_C02_S26_comb,13.349576,-1.6957331
cy94_cd45neg_cd90pos_A01_S289_comb,3.9667978,7.686414
cy80_CD45_neg_F10_S454_comb,7.412883,-3.078999
cy84_Primary_CD45_pos_D12_S432_comb,6.292131,-4.2502327
cy80_Cd45_pos_Pd1_neg_S297_E09_S297_comb,7.367523,-2.4501488
CY89A_CD45_POS_6_A11_S107_comb,6.727387,-2.6711116
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D08_S524_comb,8.987345,-3.2557547
CY88CD45_150813_H06_S378_comb,13.710006,-0.23214836
CY89COREQ1_F05_S353_comb,7.7364793,-1.7967018
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb,5.688792,-3.4793625
cy60_1_cd_45_pos_3_E05_S341_comb,6.205659,-3.4178681
cy72_CD45_pos_H04_S952_comb,7.9155145,-3.1687446
cy80_CD_90_pos_F07_S931_comb,6.193221,8.728001
cy60_1_cd_45_pos_3_D03_S327_comb,5.8312526,-4.201523
Cy81_Bulk_CD45_G05_S173_comb,7.748355,13.0537195
cy94_cd45pos_B04_S112_comb,9.34599,-1.8581657
cy80_CD45_pos_PD1_pos_H01_S181_comb,17.02935,-0.71979475
CY88CD45POS_2_H11_S479_comb,6.003979,-3.7264507
CY89A_Core_15_C04_S28_comb,6.4619164,-3.056205
CY84_PRIM_POS_ALL_8_B06_S114_comb,13.357338,10.996057
cy80_Cd45_pos_Pd1_neg_S291_E03_S291_comb,7.715178,-1.2982999
cy80_Cd45_pos_Pd1_neg_S266_D02_S266_comb,7.9326453,-2.5740855
cy53_1_CD45_pos_1_A09_S9_comb,17.854134,-1.5278367
CY89FNA_F08_S260_comb,17.804525,-0.97616
CY89A_CD45_POS_10_A02_S194_comb,8.692725,14.985037
Cy81_Bulk_CD45_G08_S176_comb,9.177101,15.128814
cy80_CD45_neg_E09_S441_comb,16.264956,-2.0223215
cy80_CD_90_pos_C05_S893_comb,6.0023274,9.008344
cy60_1_cd_45_pos_4_E08_S56_comb,18.2074,-1.3478723
CY94CD45POS_1_C03_S123_comb,9.031793,-2.018971
cy80_Cd45_pos_Pd1_neg_S342_G06_S342_comb,7.58774,-2.685076
CY88CD45_150813_D09_S333_comb,4.8221984,-2.5691824
CY89A_CD45_POS_6_F01_S157_comb,16.577991,-1.9213675
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A12_S12_comb,9.662053,15.924227
cy80_Cd45_pos_Pd1_neg_S369_H09_S369_comb,7.161863,-3.0075986
CY84_PRIM_POS_ALL_7_F12_S264_comb,12.635516,11.484193
CY84_PRIM_POS_ALL_7_F02_S254_comb,7.2041683,9.3934765
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb,5.672947,-4.2941227
cy94_cd45neg_cd90pos_F11_S359_comb,6.9987955,8.17811
cy79_p3_CD45_pos_PD1_neg_F01_S157_comb,7.8903995,-2.9564443
cy80_CD45_neg_D01_S421_comb,9.53009,-2.280294
CY89A_Core_15_G02_S74_comb,6.747571,-1.7714828
Cy72_CD45_C10_S706_comb,6.003103,-4.1053286
CY88CD45_150813_C11_S323_comb,13.556104,-0.9426656
cy53_1_CD45_neg_B11_S311_comb,3.793456,8.20232
cy79_p3_CD45_pos_PD1_neg_B12_S120_comb,8.356507,-2.736855
CY94CD45POS_1_G10_S178_comb,6.163148,-3.0568793
cy80_CD45_pos_PD1_pos_B08_S116_comb,9.759395,-1.6416119
CY94CD45POS_1_A05_S101_comb,6.5539684,-2.5089352
cy53_1_CD45_neg_D07_S331_comb,7.2100654,7.811699
cy88_cd_45_pos_F06_S450_comb,7.2484784,-3.3838851
cy82_CD45_pos_2_H04_S568_comb,15.112521,8.899009
cy88_cd45pos_5_E04_S244_comb,13.086235,-2.715833
CY89COREQ1_E06_S342_comb,5.0641866,-1.4891907
cy88_cd45pos_5_D01_S229_comb,15.959226,11.129289
cy88_cd45pos_5_D02_S230_comb,5.894915,-3.4418368
cy79_p3_CD45_pos_PD1_neg_C07_S127_comb,7.853972,-1.9114684
CY89A_Core_15_A05_S5_comb,7.3444877,-2.6503289
CY89COREQ1_C12_S324_comb,7.0997114,-2.8451939
Cy81_Bulk_CD45_B08_S116_comb,10.163814,12.22498
CY89COREQ1_E10_S346_comb,13.833667,10.032921
cy80_CD45_neg_C10_S898_comb,7.639635,-2.9928937
cy53_1_CD45_pos_1_A02_S2_comb,17.119387,-1.0326984
cy58_1_CD45_pos_C04_S604_comb,18.078876,-1.5603616
cy53_1_CD45_neg_H07_S379_comb,3.75493,7.744199
Cy81_FNA_CD45_H05_S281_comb,5.61304,-3.2995012
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B11_S503_comb,8.369586,-3.040991
cy82_CD45_pos_2_C04_S508_comb,13.579446,9.969666
cy82_CD45_pos_1_F01_S541_comb,7.476401,-3.1798964
cy53_1_CD45_pos_2_H12_S1056_comb,14.694372,9.662739
Cy72_CD45_A06_S678_comb,-5.398261,5.077168
Cy72_CD45_F10_S742_comb,5.825655,-3.7355757
CY94CD45POS_1_E07_S151_comb,6.3815,-3.5992231
cy60_1_cd_45_pos_4_C09_S33_comb,6.0876045,-1.9925528
cy80_CD_90_pos_B02_S878_comb,6.083125,8.783113
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G08_S560_comb,8.535557,-3.2476475
CY88CD45_150813_G11_S371_comb,15.37697,11.299936
CY89COREQ1_B10_S310_comb,7.3535075,-1.4744464
cy60_1_cd_45_pos_4_H06_S90_comb,6.0918074,-2.1852088
CY84_PRIM_POS_ALL_8_D04_S136_comb,15.221831,10.7418995
CY88CD45POS_2_F01_S445_comb,7.152445,10.861775
Cy80_II_CD45_C12_S900_comb,5.2988834,6.9667635
Cy74_CD45_A02_S386_comb,17.472689,1.1513515
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H08_S1052_comb,15.059705,11.042048
cy80_Cd45_pos_PD1_pos_D01_S85_comb,10.722731,3.4327197
cy58_1_CD45_pos_B03_S591_comb,13.14482,-1.2491753
cy82_CD45_pos_1_D06_S522_comb,7.0334845,7.745862
cy81_Bulk_CD45_neg_G02_S170_comb,10.924078,12.047681
cy80_CD45_neg_A04_S868_comb,3.9258165,7.7721477
CY89A_CD45_POS_6_C04_S124_comb,6.8875685,-2.61665
cy58_1_CD45_pos_A09_S585_comb,16.521053,9.683448
CY89A_Core_15_E11_S59_comb,6.7513433,-2.9069371
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C05_S989_comb,5.4699535,-4.041181
CY88CD45_150813_A01_S289_comb,7.945044,10.762867
cy60_1_cd_45_pos_3_E11_S347_comb,16.153553,11.325573
cy60_1_cd_45_pos_4_C11_S35_comb,16.764109,-0.68661916
CY58_1_CD45_H08_S1052_comb,14.910041,-2.533911
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H03_S1047_comb,5.6984296,-4.117453
cy60_1_cd_45_pos_4_E03_S51_comb,6.3990006,-2.5725145
CY58_1_CD45_F08_S1028_comb,16.389183,-0.9574238
cy80_CD45_neg_E02_S434_comb,16.865768,-1.6097344
CY89FNAQ2_A03_S387_comb,10.947616,3.389929
cy58_1_CD45_pos_G11_S659_comb,17.345512,-1.710644
CY89A_CD45_POS_6_D09_S141_comb,12.533997,-3.155358
cy79_p3_CD45_pos_PD1_neg_A05_S101_comb,8.382075,-3.5575588
CY88_3_E09_S633_comb,8.38522,15.600756
Cy72_CD45_A03_S675_comb,7.3240337,-3.2589111
cy80_Cd45_pos_Pd1_neg_S267_D03_S267_comb,7.840393,-1.8368794
CY89COREQ1_G11_S371_comb,8.091545,-1.5129113
Cy72_CD45_C03_S699_comb,6.235769,-3.9907875
cy80_CD45_neg_C08_S896_comb,14.048845,10.076738
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D10_S526_comb,8.101261,-3.286527
Cy81_FNA_CD45_G11_S275_comb,5.016464,-2.386309
cy94_cd45neg_cd90pos_E10_S346_comb,9.303495,11.859096
cy94_cd45pos_4_G06_S78_comb,6.5594883,-2.5489054
cy94_cd45neg_cd90pos_F08_S356_comb,10.960025,2.9376295
cy84_Met_CD45_pos_H09_S957_comb,13.626831,10.511418
cy78_CD45_neg_2_B11_S599_comb,8.140246,15.692834
Cy72_CD45_C06_S702_comb,7.2831507,-3.7852323
cy53_1_CD45_neg_G06_S366_comb,16.717255,-0.4191855
cy82_CD45_pos_3_H01_S85_comb,11.901962,13.063103
Cy71_CD45_B04_S496_comb,5.800268,13.74107
Cy74_CD45_F10_S454_comb,6.163189,-3.8042614
cy88_cd45pos_5_B01_S205_comb,15.452482,11.525602
cy84_Primary_CD45_pos_A10_S394_comb,5.414628,-3.028056
Cy81_Bulk_CD45_E11_S155_comb,8.329409,13.105023
cy60_1_cd_45_pos_4_A03_S3_comb,6.1609135,-3.422698
cy78_CD45_neg_3_A06_S678_comb,6.0090394,15.4082575
CY94CD45POS_1_C05_S125_comb,5.0504375,-2.1599827
CY89A_Core_15_B09_S21_comb,7.1377497,-2.0574126
CY89COREQ1_B08_S308_comb,7.3643446,-2.221902
cy82_CD45_pos_3_A07_S7_comb,16.72217,-2.0543978
CY89CORE11_E07_S151_comb,10.141562,14.152004
cy79_p5_CD45_neg_PDL1_pos_A05_S677_comb,12.452423,16.022785
Cy80_II_CD45_G10_S946_comb,5.190593,6.9925165
CY89NEG_D04_S40_comb,8.246866,15.815164
cy79_p3_CD45_neg_PDL1_neg_G02_S266_comb,9.211637,16.283882
Cy80_II_CD45_F08_S932_comb,5.253412,6.926009
CY89A_Core_15_D11_S47_comb,6.809906,-2.8546705
cy53_1_CD45_pos_1_A08_S8_comb,16.57227,-1.4134662
CY89COREQ1_G07_S367_comb,7.7159605,-2.0958278
cy80_Cd45_pos_Pd1_neg_S289_E01_S289_comb,7.614954,-2.8509972
CY88CD45_150813_E09_S345_comb,15.747731,11.173286
CY89FNA_A10_S202_comb,6.5857325,-2.6778033
cy72_CD45_pos_G09_S945_comb,7.9879313,-3.766346
cy80_CD_90_pos_G06_S942_comb,6.067342,8.970305
Cy72_CD45_F04_S736_comb,6.0153313,-2.0319178
cy79_p3_CD45_pos_PD1_neg_G10_S178_comb,8.31432,-3.3465073
cy94_cd45pos_G04_S172_comb,8.482644,-2.5002155
cy53_1_CD45_pos_2_C12_S996_comb,13.622126,10.195024
cy79_p3_CD45_pos_PD1_neg_E05_S149_comb,8.395975,-2.4498007
cy60_1_cd_45_pos_3_F07_S355_comb,6.380649,-3.2352757
cy53_1_CD45_pos_2_C10_S994_comb,13.926944,10.279167
CY89FNA_E03_S243_comb,14.602573,8.748186
cy60_1_cd_45_pos_4_D08_S44_comb,5.885204,-3.5004122
cy94_cd45pos_G05_S173_comb,8.461065,-1.8662922
cy94_cd45neg_cd90pos_G02_S362_comb,8.997678,11.023407
cy60_1_cd_45_pos_4_G04_S76_comb,8.735396,-0.96274275
cy79_p4_CD45_neg_PDL1_neg_B07_S1075_comb,8.756298,12.687267
cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb,9.480159,16.019375
cy94_cd45neg_cd90pos_H01_S373_comb,8.37296,-2.2963743
cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb,9.913564,16.904564
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E09_S537_comb,8.723797,-3.41008
cy80_cd_90_neg_C03_S123_comb,6.3371587,9.407924
cy72_CD45_pos_D02_S902_comb,5.0175657,-1.7723998
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A09_S9_comb,13.110516,15.6785145
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G05_S1037_comb,5.2904286,-4.23835
CY88CD45_150813_G06_S366_comb,15.257108,10.1418
cy60_1_cd_45_pos_3_A06_S294_comb,5.771677,-4.41186
CY88CD45POS_2_B09_S405_comb,5.5562873,-2.5219352
CY89A_CD45_POS_10_B06_S210_comb,8.692049,15.322949
CY89FNA_C09_S225_comb,6.5241547,-2.606633
cy84_Primary_CD45_pos_C07_S415_comb,17.351368,-0.66119796
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C06_S510_comb,8.794177,-3.682223
CY84_PRIM_POS_ALL_6_C05_S413_comb,15.431902,10.797352
cy60_1_cd_45_pos_3_G07_S367_comb,4.0239716,2.8489645
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H02_S1046_comb,5.874394,-3.4380121
cy78_CD45_neg_3_G01_S745_comb,6.6340322,8.091662
cy82_CD45_pos_3_B12_S24_comb,15.174423,9.520646
cy94_cd45neg_cd90pos_D03_S327_comb,4.062425,7.926308
cy80_Cd45_pos_Pd1_neg_S343_G07_S343_comb,7.714593,-1.4418445
CY88CD45POS_2_D02_S422_comb,8.8826065,12.348634
cy79_p4_CD45_neg_PDL1_pos_B08_S404_comb,10.273015,15.565069
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C04_S508_comb,8.89118,-3.2108424
CY84_PRIM_POS_ALL_6_C10_S418_comb,14.8544855,11.024581
cy60_1_cd_45_pos_3_H06_S378_comb,5.513616,-4.1770816
cy80_CD_90_pos_E03_S915_comb,6.5496936,9.075413
Cy71_CD45_F02_S542_comb,6.0384784,14.163272
cy79_p3_CD45_pos_PD1_neg_B11_S119_comb,8.868167,-3.3549633
cy79_p3_CD45_pos_PD1_neg_A09_S105_comb,8.290981,-2.7099605
CY88CD45POS_7_B01_S205_comb,14.046954,13.495726
CY89A_Core_15_D01_S37_comb,12.554679,-2.966007
CY89COREQ1_D04_S328_comb,14.605219,9.454871
CY94CD45POS_1_E09_S153_comb,6.526697,-2.5470061
CY58_1_CD45_C05_S989_comb,12.62897,-0.7455031
cy80_CD45_pos_PD1_pos_A04_S100_comb,5.6763797,-2.773605
cy80_Cd45_pos_Pd1_neg_S271_D07_S271_comb,7.5851555,-2.1080947
cy80_Cd45_pos_Pd1_neg_S273_D09_S273_comb,7.569898,-1.7462641
cy72_CD45_pos_H08_S956_comb,16.4958,-1.8575656
CY88_5_H12_S768_comb,7.0296674,14.819038
Cy72_CD45_G11_S755_comb,5.153921,-2.7668967
cy94_cd45pos_G01_S169_comb,6.199346,-3.476406
cy94_cd45pos_4_G10_S82_comb,13.882749,9.242168
cy94_cd45pos_H01_S181_comb,-5.6391063,4.671198
cy60_1_cd_45_pos_4_B06_S18_comb,16.545912,-0.46212175
cy53_1_CD45_neg_F09_S357_comb,6.439078,8.472543
CY88CD45_150813_E05_S341_comb,5.227486,-2.5154502
cy80_Cd45_pos_Pd1_neg_S269_D05_S269_comb,7.360443,-1.6929358
cy60_1_cd_45_pos_4_H08_S92_comb,5.7276206,-2.954384
cy79_p3_CD45_pos_PD1_neg_G02_S170_comb,8.466599,-2.7867415
cy94_cd45pos_A03_S99_comb,12.134699,-2.1806495
cy84_Primary_CD45_pos_G09_S465_comb,6.428777,-4.063898
CY89COREQ1_E07_S343_comb,7.493678,-1.6741542
cy80_Cd45_pos_Pd1_neg_S365_H05_S365_comb,16.68194,-0.41253045
CY84_PRIM_POS_ALL_8_H07_S187_comb,13.554444,11.14752
CY88CD45_150813_A12_S300_comb,6.113287,12.36006
cy84_Primary_CD45_pos_H01_S469_comb,6.614434,-1.4582844
CY94CD45POS_1_C02_S122_comb,14.638395,8.672846
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G10_S562_comb,8.243066,-3.7890742
cy80_CD_90_pos_D03_S903_comb,6.1539803,9.016137
cy53_1_CD45_pos_2_G09_S1041_comb,18.14931,-1.616614
CY88CD45POS_2_D04_S424_comb,15.033761,11.125311
cy94_cd45neg_cd90pos_D07_S331_comb,6.8951907,8.122765
cy53_1_CD45_pos_1_E01_S49_comb,-5.4602633,4.957842
CY89CORE11_G06_S174_comb,14.83484,7.7731524
CY89A_CD45_POS_6_A02_S98_comb,7.8177896,-1.9184688
cy94_cd45neg_cd90pos_C11_S323_comb,4.898834,7.8060355
CY89COREQ1_B06_S306_comb,8.040369,-1.8510045
cy84_Met_CD45_pos_B04_S880_comb,16.15993,0.41230506
cy79_p3_CD45_neg_PDL1_neg_E11_S251_comb,9.593756,16.513796
CY58_1_CD45_B10_S982_comb,15.722527,-1.1767844
CY84_PRIM_POS_ALL_6_G08_S464_comb,15.271843,10.708593
cy94_cd45pos_4_D04_S40_comb,9.083924,-1.8995463
cy60_1_cd_45_pos_3_A10_S298_comb,5.460702,-4.309029
CY89FNA_H07_S283_comb,14.898592,7.8591933
CY88_5_E01_S721_comb,7.5038476,14.741642
cy79_p3_CD45_pos_PD1_neg_G03_S171_comb,8.235732,-2.3158584
cy72_CD45_pos_D09_S909_comb,15.184509,9.256511
cy72_CD45_pos_B01_S877_comb,8.284218,-2.6394517
cy80_Cd45_pos_Pd1_neg_S341_G05_S341_comb,8.747891,-0.60342586
cy74_CD45_pos_A08_S680_comb,6.7934003,-2.1823735
cy60_1_cd_45_pos_3_D04_S328_comb,6.4033127,-3.923707
cy79_p3_CD45_pos_PD1_neg_G09_S177_comb,8.332186,-3.54654
CY88CD45_150813_C01_S313_comb,14.803662,-0.9673491
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C09_S993_comb,6.4236665,-2.881405
CY89COREQ1_H01_S373_comb,7.6463737,-2.4366195
cy72_CD45_pos_E10_S922_comb,8.352964,-3.14927
CY88CD45POS_7_F02_S254_comb,7.689085,-3.0687869
CY89NEG_B06_S18_comb,6.273716,8.094979
cy80_Cd45_pos_Pd1_neg_S200_A08_S200_comb,7.1320286,-2.7633874
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H11_S1055_comb,7.614167,-2.7947545
CY58_1_CD45_A05_S965_comb,16.587782,-0.97699803
CY84_PRIM_POS_ALL_7_H06_S282_comb,15.16709,11.009164
cy84_Primary_CD45_pos_A11_S395_comb,6.0872188,-2.5502799
cy60_1_cd_45_pos_3_D09_S333_comb,13.803939,0.24205497
cy80_cd_90_neg_G12_S180_comb,6.2658024,9.297067
cy81_Bulk_CD45_neg_E03_S147_comb,3.9872441,7.949562
cy53_1_CD45_neg_B05_S305_comb,12.976574,-0.6172775
Cy81_FNA_CD45_C01_S217_comb,9.055543,12.021868
cy79_p5_CD45_neg_PDL1_pos_B03_S687_comb,10.49545,15.973599
CY89A_CD45_POS_6_H09_S189_comb,8.144258,-1.6036108
cy74_CD45_pos_G10_S754_comb,14.602338,10.15556
cy72_CD45_pos_F02_S926_comb,8.593617,-3.1406145
Cy81_FNA_CD45_D01_S229_comb,9.820471,11.774251
cy94_cd45neg_cd90pos_B03_S303_comb,6.553466,-1.7075385
CY94CD45POS_1_E06_S150_comb,10.313348,-1.5888035
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F08_S1028_comb,14.538314,10.994252
cy53_1_CD45_pos_1_A03_S3_comb,14.359331,10.2562065
cy79_p3_CD45_pos_PD1_neg_G06_S174_comb,8.092649,-2.2341783
cy80_CD_90_pos_B06_S882_comb,6.178083,9.042772
cy94_cd45pos_4_H01_S85_comb,-5.563398,4.8515472
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B03_S975_comb,5.2613783,-3.1469753
cy94_cd45neg_cd90pos_H08_S380_comb,8.955446,10.410307
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E09_S57_comb,12.6194725,15.730003
cy80_CD45_neg_A06_S390_comb,13.724916,10.714317
cy53_1_CD45_neg_B04_S304_comb,7.083411,7.9484386
CY84_PRIM_POS_ALL_8_G07_S175_comb,13.667588,10.694984
cy94_cd45pos_4_B12_S24_comb,5.5760465,-4.108969
cy79_p5_CD45_neg_PDL1_neg_F04_S832_comb,11.170783,15.843661
cy94_cd45neg_cd90pos_F02_S350_comb,5.326855,7.046134
Cy74_CD45_A06_S390_comb,14.55634,10.524379
cy84_Primary_CD45_pos_D01_S421_comb,5.184283,-1.6639558
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C04_S988_comb,6.0125976,-2.798315
cy88_cd_45_pos_F02_S446_comb,16.519707,-1.4696894
cy82_CD45_neg_1_D01_S229_comb,11.253152,13.32089
cy80_Cd45_pos_Pd1_neg_S346_G10_S346_comb,7.3468847,-1.2327082
